family,source,row,feature,stratum,n,mean_cos,max_cos,bo_1,bo_2,bo_4,bo_8,bo_16,bo_32,bo_64,n_sae_gated
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,663,31321,1,64,0.175518,0.234312,0.175518,0.189819,0.202408,0.210963,0.219707,0.224834,0.234312,7351
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,664,31488,1,64,0.097957,0.141556,0.097957,0.103626,0.110888,0.118116,0.121067,0.128066,0.141556,4437
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,665,31797,1,64,0.210785,0.229112,0.210785,0.215044,0.219581,0.221771,0.225821,0.227522,0.229112,3460
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,666,33155,1,64,0.038583,0.098254,0.038583,0.050938,0.061127,0.076694,0.085175,0.093791,0.098254,5677
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,667,35227,1,64,0.304868,0.377197,0.304868,0.321085,0.333185,0.346839,0.360864,0.374717,0.377197,4487
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,668,35276,1,64,0.150714,0.201741,0.150714,0.159467,0.167301,0.175865,0.181933,0.190774,0.201741,6364
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,669,35394,1,64,0.126483,0.143671,0.126483,0.130985,0.133816,0.13731,0.140204,0.142589,0.143671,4827
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,670,35731,1,64,0.174551,0.26868,0.174551,0.191039,0.203168,0.226184,0.248351,0.261556,0.26868,5215
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,671,39321,1,64,0.144801,0.158718,0.144801,0.147433,0.14977,0.15113,0.153088,0.154584,0.158718,5599
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,672,41813,1,64,0.120131,0.144123,0.120131,0.127798,0.132835,0.136985,0.139439,0.14274,0.144123,5163
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,673,45121,1,64,0.164654,0.181764,0.164654,0.168045,0.171283,0.173341,0.177121,0.179592,0.181764,5226
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,674,45189,1,64,-0.004262,0.016665,-0.004262,-0.001868,0.000581,0.003467,0.005816,0.00924,0.016665,5095
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,675,45947,1,64,0.16597,0.195773,0.16597,0.17256,0.180855,0.186993,0.189033,0.193437,0.195773,4965
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,676,46075,1,64,0.148907,0.228249,0.148907,0.168112,0.18043,0.190264,0.204613,0.211124,0.228249,3767
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,677,46332,1,64,0.152852,0.186731,0.152852,0.162365,0.168238,0.176472,0.179503,0.183098,0.186731,5422
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,678,47310,1,64,0.136856,0.213962,0.136856,0.152442,0.167529,0.187626,0.200011,0.209408,0.213962,5786
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,679,47578,1,64,0.040983,0.076232,0.040983,0.045903,0.050672,0.056555,0.062602,0.063979,0.076232,5015
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,680,48109,1,64,0.242914,0.270017,0.242914,0.250771,0.257083,0.261701,0.265418,0.268204,0.270017,5220
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,681,48678,1,64,0.179762,0.224629,0.179762,0.191482,0.204624,0.210147,0.215028,0.219994,0.224629,5349
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,682,53796,1,64,0.178149,0.253274,0.178149,0.195594,0.208901,0.220696,0.230241,0.240083,0.253274,5719
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,683,54033,1,64,0.159727,0.174486,0.159727,0.163609,0.167352,0.169667,0.171448,0.172517,0.174486,5335
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,684,54096,1,64,0.223823,0.257604,0.223823,0.231059,0.241796,0.249066,0.253411,0.254914,0.257604,5408
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,685,54312,1,64,0.160495,0.18399,0.160495,0.165209,0.171836,0.17446,0.17624,0.180912,0.18399,4411
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,686,54552,1,64,0.209382,0.258453,0.209382,0.219962,0.229746,0.240451,0.25123,0.256255,0.258453,4609
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,687,56823,1,64,0.21908,0.25193,0.21908,0.229241,0.237626,0.244585,0.247488,0.249377,0.25193,4400
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,688,57263,1,64,0.148798,0.164525,0.148798,0.155387,0.157371,0.160952,0.162723,0.163083,0.164525,4607
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,689,61746,1,64,0.230451,0.301684,0.230451,0.251184,0.271905,0.283911,0.290989,0.294727,0.301684,5596
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,690,62945,1,64,0.146658,0.166694,0.146658,0.154278,0.157843,0.16136,0.164271,0.165846,0.166694,6651
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,691,63030,1,64,0.197918,0.232793,0.197918,0.207866,0.215058,0.221124,0.227269,0.23277,0.232793,4335
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,692,63311,1,64,0.084272,0.139112,0.084272,0.104011,0.121628,0.12757,0.131661,0.137147,0.139112,4719
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,693,63366,1,64,0.306777,0.333407,0.306777,0.313476,0.318946,0.322309,0.327254,0.333322,0.333407,6920
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,694,64060,1,64,0.171146,0.208512,0.171146,0.178137,0.184434,0.189878,0.196271,0.203396,0.208512,4810
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,695,65241,1,64,0.144028,0.219793,0.144028,0.15757,0.171412,0.185578,0.19885,0.21052,0.219793,5361
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,696,65702,1,64,0.267531,0.300988,0.267531,0.276246,0.284268,0.289881,0.295741,0.298469,0.300988,3846
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,697,65774,1,64,0.217814,0.261995,0.217814,0.228622,0.237555,0.247738,0.254853,0.259952,0.261995,4458
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,698,66359,1,64,0.204431,0.247089,0.204431,0.218351,0.229555,0.235867,0.239082,0.244118,0.247089,5944
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,699,67063,1,64,0.193566,0.26439,0.193566,0.206103,0.215972,0.227091,0.240103,0.248182,0.26439,4276
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,700,68086,1,64,0.188858,0.22394,0.188858,0.196451,0.201927,0.206994,0.214444,0.220279,0.22394,6285
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,701,69796,1,64,0.197153,0.219619,0.197153,0.205753,0.211106,0.214816,0.217465,0.219597,0.219619,3985
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,702,70618,1,64,0.149184,0.165923,0.149184,0.153263,0.156855,0.158526,0.161185,0.165904,0.165923,5259
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,703,72721,1,64,0.138588,0.167374,0.138588,0.143341,0.147155,0.150791,0.153767,0.159103,0.167374,4467
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,704,73133,1,64,0.163891,0.190925,0.163891,0.177161,0.184513,0.189782,0.19025,0.19055,0.190925,5030
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,705,73665,1,64,0.162424,0.183804,0.162424,0.166464,0.170774,0.174906,0.177576,0.180583,0.183804,3987
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,706,75705,1,64,0.201688,0.237396,0.201688,0.207952,0.213706,0.223276,0.233058,0.234757,0.237396,4441
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,707,77212,1,64,0.249123,0.286458,0.249123,0.269248,0.279258,0.282383,0.283526,0.285737,0.286458,4373
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,708,77653,1,64,0.203161,0.225444,0.203161,0.20765,0.213117,0.217147,0.221075,0.22429,0.225444,4631
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,709,77791,1,64,0.231017,0.29906,0.231017,0.246033,0.2552,0.266416,0.277541,0.294971,0.29906,4750
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,710,79035,1,64,0.233464,0.270516,0.233464,0.242745,0.255167,0.264322,0.269169,0.270073,0.270516,4463
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,711,80607,1,64,0.278802,0.301918,0.278802,0.287808,0.295587,0.299347,0.301115,0.301886,0.301918,5932
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,712,80923,1,64,0.333403,0.374851,0.333403,0.345046,0.357173,0.365979,0.373827,0.374851,0.374851,6518
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,713,81281,1,64,0.117182,0.134361,0.117182,0.120914,0.123994,0.128265,0.130252,0.131689,0.134361,5424
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,714,81465,1,64,0.046367,0.187031,0.046367,0.067286,0.091308,0.132324,0.156348,0.172486,0.187031,4955
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,715,81854,1,64,0.240556,0.265389,0.240556,0.250536,0.255387,0.25878,0.261035,0.264955,0.265389,5664
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,716,81908,1,64,0.178301,0.202441,0.178301,0.186961,0.193045,0.197178,0.199237,0.201467,0.202441,4904
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,717,82817,1,64,0.095209,0.200461,0.095209,0.12251,0.150467,0.165657,0.173478,0.184068,0.200461,4777
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,718,83042,1,64,0.142349,0.162305,0.142349,0.146182,0.149318,0.151689,0.155402,0.158076,0.162305,5509
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,719,84257,1,64,0.108407,0.235402,0.108407,0.149633,0.182986,0.211673,0.220953,0.229084,0.235402,4942
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,720,84496,1,64,0.107899,0.163518,0.107899,0.130906,0.146408,0.156919,0.161651,0.163086,0.163518,3158
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,721,85272,1,64,0.210055,0.263217,0.210055,0.221006,0.232841,0.239827,0.244077,0.257291,0.263217,4627
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,722,86092,1,64,0.120279,0.149638,0.120279,0.130984,0.138293,0.143875,0.146231,0.148575,0.149638,4265
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,723,86657,1,64,0.149088,0.172739,0.149088,0.154058,0.158337,0.160912,0.163475,0.167952,0.172739,6106
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,724,87515,1,64,0.094276,0.202707,0.094276,0.139396,0.17514,0.186549,0.193727,0.198061,0.202707,5183
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,725,88541,1,64,0.202075,0.293376,0.202075,0.239467,0.260942,0.274555,0.285274,0.289792,0.293376,5346
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,726,91113,1,64,0.255908,0.270813,0.255908,0.262314,0.26693,0.269248,0.270165,0.270528,0.270813,5176
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,727,92615,1,64,0.138211,0.200536,0.138211,0.157452,0.167032,0.176417,0.183271,0.197493,0.200536,4619
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,728,93086,1,64,0.151412,0.181987,0.151412,0.156607,0.161513,0.164485,0.169782,0.173565,0.181987,4944
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,729,93304,1,64,0.038207,0.080877,0.038207,0.049991,0.062386,0.068627,0.075684,0.078926,0.080877,5066
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,730,93798,1,64,0.189763,0.266946,0.189763,0.206547,0.220202,0.232305,0.236385,0.243669,0.266946,5129
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,731,93835,1,64,0.266512,0.286193,0.266512,0.272511,0.276561,0.28172,0.282738,0.285439,0.286193,6531
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,732,93886,1,64,0.178986,0.227011,0.178986,0.187758,0.198875,0.205817,0.210138,0.217636,0.227011,5606
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,733,94461,1,64,0.176935,0.19749,0.176935,0.180561,0.184016,0.18758,0.188502,0.190669,0.19749,5570
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,734,95285,1,64,0.335778,0.386769,0.335778,0.360548,0.373212,0.38095,0.383767,0.385112,0.386769,5105
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,735,95621,1,64,0.092927,0.20079,0.092927,0.106054,0.118454,0.131613,0.145979,0.164113,0.20079,5295
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,736,96437,1,64,0.194276,0.229658,0.194276,0.200563,0.207054,0.21322,0.216324,0.220577,0.229658,4357
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,737,97819,1,64,0.142048,0.152298,0.142048,0.144568,0.147144,0.148931,0.150714,0.152234,0.152298,4804
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,738,98081,1,64,0.254344,0.280316,0.254344,0.263314,0.270789,0.274384,0.276446,0.2773,0.280316,5018
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,739,99563,1,64,0.156911,0.177374,0.156911,0.163918,0.170218,0.173173,0.175088,0.175535,0.177374,4357
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,740,99721,1,64,0.147898,0.196698,0.147898,0.165669,0.178096,0.187553,0.194634,0.196456,0.196698,4592
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,741,100723,1,64,0.150054,0.21209,0.150054,0.167029,0.18133,0.192261,0.201451,0.20355,0.21209,4368
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,742,102268,1,64,0.253984,0.278246,0.253984,0.260385,0.265689,0.270418,0.274423,0.277529,0.278246,4973
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,743,102783,1,64,0.18068,0.199804,0.18068,0.184217,0.187361,0.190683,0.195082,0.199362,0.199804,4535
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,744,103014,1,64,0.23434,0.256667,0.23434,0.239644,0.242905,0.246202,0.2484,0.251296,0.256667,5385
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,745,103390,1,64,0.268514,0.29437,0.268514,0.280838,0.285775,0.290175,0.291858,0.292881,0.29437,4334
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,746,104276,1,64,0.174233,0.228081,0.174233,0.185121,0.193137,0.198837,0.207936,0.214877,0.228081,5920
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,747,104784,1,64,0.182396,0.227605,0.182396,0.193706,0.203732,0.210199,0.216149,0.223517,0.227605,5362
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,748,109887,1,64,0.227955,0.245351,0.227955,0.234084,0.238545,0.242823,0.243656,0.244863,0.245351,4512
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,749,110021,1,64,0.170476,0.193698,0.170476,0.178427,0.185248,0.188352,0.190725,0.191115,0.193698,5666
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,750,110604,1,64,0.116999,0.143827,0.116999,0.127711,0.132479,0.136221,0.138793,0.142726,0.143827,4513
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,751,111248,1,64,0.150512,0.210379,0.150512,0.170374,0.184424,0.195214,0.20009,0.210019,0.210379,3279
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,752,111835,1,64,0.20572,0.245618,0.20572,0.21555,0.224375,0.232381,0.236455,0.241879,0.245618,6148
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,753,117028,1,64,0.118481,0.133385,0.118481,0.121545,0.123974,0.127703,0.130221,0.132009,0.133385,5106
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,754,117145,1,64,0.187985,0.232025,0.187985,0.196776,0.205363,0.213395,0.225112,0.229636,0.232025,3869
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,755,117327,1,64,0.162605,0.226911,0.162605,0.169424,0.176679,0.179852,0.191222,0.207693,0.226911,4495
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,756,119932,1,64,0.239036,0.282048,0.239036,0.250297,0.256611,0.260264,0.264809,0.271899,0.282048,4509
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,757,121144,1,64,0.268244,0.277438,0.268244,0.271441,0.274846,0.276234,0.276634,0.277075,0.277438,6726
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,758,122015,1,64,0.139951,0.16478,0.139951,0.146351,0.150911,0.155343,0.159256,0.160375,0.16478,5459
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,759,123605,1,64,0.172076,0.211284,0.172076,0.179657,0.184253,0.190724,0.194659,0.203271,0.211284,4195
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,760,123845,1,64,0.208804,0.258384,0.208804,0.218713,0.227989,0.23498,0.24257,0.251804,0.258384,4510
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,761,124337,1,64,0.2184,0.244359,0.2184,0.226174,0.23225,0.236319,0.241779,0.243378,0.244359,4775
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,762,124667,1,64,0.147309,0.24523,0.147309,0.165196,0.183373,0.197814,0.204168,0.226825,0.24523,4815
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,763,127860,1,64,0.10763,0.151762,0.10763,0.117128,0.124407,0.135966,0.144672,0.149293,0.151762,5145
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,764,128271,1,64,0.038541,0.206377,0.038541,0.064827,0.110429,0.160838,0.19546,0.202229,0.206377,4985
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,765,128798,1,64,0.24031,0.25648,0.24031,0.244338,0.246933,0.248862,0.251521,0.25487,0.25648,6153
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,766,130728,1,64,0.1106,0.137449,0.1106,0.116056,0.12071,0.126199,0.130159,0.132169,0.137449,5035
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,767,131014,1,64,0.114814,0.164564,0.114814,0.129642,0.140924,0.147761,0.153024,0.159542,0.164564,4296
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,768,11,2,64,0.05786,0.083583,0.05786,0.062874,0.066795,0.07149,0.075841,0.082163,0.083583,5270
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,769,215,2,64,0.09502,0.131644,0.09502,0.104769,0.113428,0.120727,0.12605,0.127064,0.131644,4936
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,770,1532,2,64,0.083394,0.128423,0.083394,0.096195,0.106209,0.111179,0.119058,0.12642,0.128423,4295
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,771,5239,2,64,0.139214,0.154331,0.139214,0.144598,0.148676,0.151038,0.153715,0.154303,0.154331,4703
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,772,5596,2,64,0.174594,0.222643,0.174594,0.185191,0.195319,0.202903,0.215544,0.220933,0.222643,4564
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,773,8954,2,64,0.149922,0.178394,0.149922,0.157746,0.163739,0.170756,0.174252,0.178191,0.178394,3460
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,774,10913,2,64,0.141304,0.156928,0.141304,0.146153,0.150552,0.153592,0.154535,0.156638,0.156928,4007
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,775,12244,2,64,0.211541,0.243159,0.211541,0.218174,0.223863,0.22843,0.233293,0.235973,0.243159,5540
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,776,12295,2,64,0.152151,0.192593,0.152151,0.163699,0.170863,0.176635,0.184711,0.187923,0.192593,4356
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,777,13529,2,64,0.103524,0.132783,0.103524,0.113766,0.119278,0.123828,0.129017,0.129941,0.132783,4558
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,778,13833,2,64,0.246106,0.282583,0.246106,0.254767,0.262041,0.268142,0.27502,0.279849,0.282583,5572
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,779,14349,2,64,0.1735,0.191747,0.1735,0.178233,0.183136,0.187101,0.188852,0.190564,0.191747,4624
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,780,18579,2,64,0.139149,0.163895,0.139149,0.146008,0.151411,0.154798,0.157541,0.159356,0.163895,4831
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,781,18590,2,64,0.10411,0.136803,0.10411,0.109251,0.11723,0.122985,0.127878,0.136098,0.136803,4372
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,782,20982,2,64,0.152244,0.178207,0.152244,0.159779,0.163961,0.167299,0.170654,0.174317,0.178207,3706
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,783,22341,2,64,0.091021,0.129366,0.091021,0.099201,0.107131,0.112839,0.117587,0.124052,0.129366,4974
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,784,25262,2,64,0.152842,0.191753,0.152842,0.159752,0.164991,0.170575,0.176164,0.180879,0.191753,5692
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,785,25297,2,64,0.138788,0.152637,0.138788,0.142427,0.144853,0.147106,0.149463,0.151423,0.152637,4863
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,786,25606,2,64,0.069873,0.11291,0.069873,0.084796,0.09339,0.099417,0.107891,0.11146,0.11291,4599
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,787,25741,2,64,0.212027,0.244918,0.212027,0.221818,0.23067,0.236977,0.240058,0.24186,0.244918,5091
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,788,27860,2,64,0.188533,0.232756,0.188533,0.199593,0.212653,0.220712,0.225365,0.232411,0.232756,3801
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,789,27871,2,64,0.152259,0.184069,0.152259,0.159817,0.166118,0.1724,0.175022,0.179919,0.184069,4470
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,790,29327,2,64,0.177137,0.218162,0.177137,0.187061,0.195772,0.205133,0.205656,0.211705,0.218162,5235
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,791,30471,2,64,0.135999,0.161707,0.135999,0.14046,0.145705,0.14953,0.155932,0.161204,0.161707,4897
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,792,31044,2,64,0.199038,0.271286,0.199038,0.211256,0.219835,0.233213,0.240797,0.248684,0.271286,5597
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,793,31383,2,64,0.179593,0.204121,0.179593,0.18615,0.191031,0.193776,0.198257,0.201475,0.204121,4240
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,794,31424,2,64,0.116001,0.142755,0.116001,0.122913,0.130442,0.134356,0.139181,0.140675,0.142755,4370
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,795,33183,2,64,0.173677,0.230318,0.173677,0.196164,0.204751,0.212537,0.219994,0.22641,0.230318,3523
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,796,34449,2,64,0.189857,0.262178,0.189857,0.202613,0.216964,0.227684,0.243545,0.261529,0.262178,4589
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,797,34656,2,64,0.109681,0.132745,0.109681,0.118346,0.12454,0.126858,0.130069,0.13131,0.132745,5300
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,798,34782,2,64,0.142757,0.158698,0.142757,0.146877,0.149901,0.152145,0.155452,0.157868,0.158698,4721
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,799,35108,2,64,0.196801,0.225448,0.196801,0.202813,0.208613,0.213787,0.216784,0.223099,0.225448,3741
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,800,36672,2,64,0.117068,0.139515,0.117068,0.12255,0.126397,0.129434,0.133968,0.136733,0.139515,5034
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,801,37163,2,64,0.048122,0.093599,0.048122,0.056334,0.062455,0.068797,0.078569,0.093151,0.093599,4910
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,802,37723,2,64,0.201888,0.218254,0.201888,0.207638,0.210722,0.21257,0.215354,0.217293,0.218254,5426
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,803,39522,2,64,0.123689,0.158436,0.123689,0.130629,0.136731,0.14247,0.146285,0.153577,0.158436,5274
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,804,39839,2,64,0.154663,0.186156,0.154663,0.163229,0.170386,0.175134,0.177529,0.181638,0.186156,5601
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,805,40415,2,64,0.147892,0.183538,0.147892,0.157607,0.164269,0.171046,0.177753,0.181853,0.183538,4108
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,806,40859,2,64,0.171664,0.247627,0.171664,0.203729,0.226914,0.239894,0.243662,0.246308,0.247627,4795
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,807,46191,2,64,0.126875,0.166674,0.126875,0.138008,0.145734,0.151652,0.156215,0.161117,0.166674,5416
sae/l42-1b,2026-09-10_rl-8x2048-full@vllm:mu-none,808,46712,2,64,0.19141,0.241174,0.19141,0.205395,0.21439,0.227032,0.233634,0.236122,0.241174,4306
