family,source,row,feature,stratum,n,mean_cos,max_cos,bo_1,bo_2,bo_4,bo_8,bo_16,bo_32,bo_64,n_sae_gated
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,706,75705,1,64,0.194312,0.250323,0.194312,0.212341,0.219693,0.228172,0.236361,0.243672,0.250323,4462
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,707,77212,1,64,0.198836,0.28373,0.198836,0.216062,0.231052,0.242741,0.253287,0.269921,0.28373,4634
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,708,77653,1,64,0.168004,0.208172,0.168004,0.180275,0.188058,0.196226,0.200442,0.20253,0.208172,5746
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,709,77791,1,64,0.200533,0.239248,0.200533,0.208801,0.217285,0.224107,0.22929,0.236246,0.239248,5223
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,710,79035,1,64,0.211766,0.252033,0.211766,0.221306,0.227826,0.235529,0.240279,0.246498,0.252033,3805
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,711,80607,1,64,0.2558,0.293308,0.2558,0.266503,0.275036,0.284121,0.289012,0.289012,0.293308,4995
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,712,80923,1,64,0.305809,0.367599,0.305809,0.319555,0.331275,0.344523,0.357963,0.36532,0.367599,6134
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,713,81281,1,64,0.122343,0.144691,0.122343,0.128219,0.131854,0.135117,0.138545,0.144158,0.144691,5058
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,714,81465,1,64,0.025568,0.065085,0.025568,0.029961,0.036385,0.042437,0.051415,0.058498,0.065085,6105
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,715,81854,1,64,0.123254,0.226332,0.123254,0.138276,0.153181,0.173081,0.195252,0.212115,0.226332,5360
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,716,81908,1,64,0.169833,0.207079,0.169833,0.17749,0.185603,0.193507,0.202855,0.207079,0.207079,5308
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,717,82817,1,64,0.041135,0.126114,0.041135,0.055797,0.07066,0.083501,0.107345,0.120308,0.126114,4874
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,718,83042,1,64,0.137149,0.15371,0.137149,0.143931,0.14687,0.14997,0.15299,0.153219,0.15371,5592
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,719,84257,1,64,0.044396,0.113118,0.044396,0.051801,0.057812,0.064891,0.076317,0.098919,0.113118,5709
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,720,84496,1,64,0.039304,0.167762,0.039304,0.068417,0.112686,0.128854,0.149132,0.155726,0.167762,5129
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,721,85272,1,64,0.196136,0.227949,0.196136,0.20498,0.213467,0.21926,0.222657,0.225865,0.227949,4725
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,722,86092,1,64,0.099335,0.150423,0.099335,0.109694,0.118726,0.127467,0.139735,0.149219,0.150423,4475
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,723,86657,1,64,0.149567,0.166416,0.149567,0.153902,0.157701,0.160299,0.162687,0.16376,0.166416,5420
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,724,87515,1,64,0.031361,0.050268,0.031361,0.035997,0.040615,0.043653,0.046499,0.048216,0.050268,6234
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,725,88541,1,64,0.132089,0.248011,0.132089,0.157678,0.177136,0.208596,0.227578,0.242352,0.248011,5559
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,726,91113,1,64,0.2138,0.256837,0.2138,0.228454,0.237795,0.244482,0.252171,0.254305,0.256837,5061
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,727,92615,1,64,0.121979,0.202887,0.121979,0.145009,0.172569,0.180219,0.185231,0.1948,0.202887,6075
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,728,93086,1,64,0.147035,0.169498,0.147035,0.151988,0.157056,0.161061,0.164636,0.169021,0.169498,5395
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,729,93304,1,64,0.036389,0.072079,0.036389,0.04268,0.050752,0.060281,0.065713,0.068486,0.072079,5445
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,730,93798,1,64,0.188631,0.22585,0.188631,0.199786,0.206577,0.210921,0.214503,0.219319,0.22585,4465
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,731,93835,1,64,0.257878,0.289514,0.257878,0.263906,0.268529,0.272419,0.277774,0.28456,0.289514,6439
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,732,93886,1,64,0.195681,0.229777,0.195681,0.208537,0.21734,0.222891,0.227077,0.229462,0.229777,5573
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,733,94461,1,64,0.170955,0.199107,0.170955,0.177617,0.184166,0.187763,0.19156,0.195941,0.199107,5250
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,734,95285,1,64,0.214397,0.353001,0.214397,0.239914,0.26594,0.299895,0.331323,0.338506,0.353001,4899
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,735,95621,1,64,0.103554,0.146664,0.103554,0.120716,0.132635,0.138661,0.145283,0.146664,0.146664,4714
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,736,96437,1,64,0.208941,0.257936,0.208941,0.219438,0.228906,0.240192,0.249658,0.256801,0.257936,5489
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,737,97819,1,64,0.137968,0.157755,0.137968,0.142795,0.147998,0.150737,0.155099,0.156221,0.157755,5500
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,738,98081,1,64,0.180318,0.280188,0.180318,0.210902,0.235504,0.257647,0.270447,0.277319,0.280188,5593
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,739,99563,1,64,0.131336,0.161438,0.131336,0.139148,0.146419,0.152271,0.154872,0.159375,0.161438,4628
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,740,99721,1,64,0.013365,0.034519,0.013365,0.018496,0.021826,0.023556,0.027517,0.030216,0.034519,6246
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,741,100723,1,64,0.146289,0.217597,0.146289,0.1659,0.179999,0.196087,0.205318,0.211406,0.217597,4595
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,742,102268,1,64,0.192899,0.231021,0.192899,0.205211,0.213536,0.217633,0.224844,0.229062,0.231021,5338
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,743,102783,1,64,0.177349,0.195205,0.177349,0.184922,0.189367,0.191605,0.193042,0.194276,0.195205,5193
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,744,103014,1,64,0.207704,0.227788,0.207704,0.21547,0.218394,0.221878,0.223595,0.225467,0.227788,5268
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,745,103390,1,64,0.224132,0.279647,0.224132,0.237589,0.247844,0.258142,0.268352,0.273792,0.279647,4147
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,746,104276,1,64,0.170531,0.198839,0.170531,0.178925,0.186914,0.192291,0.196329,0.197579,0.198839,5346
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,747,104784,1,64,0.168987,0.20354,0.168987,0.179844,0.18591,0.190101,0.198597,0.203016,0.20354,5809
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,748,109887,1,64,0.208699,0.24035,0.208699,0.217558,0.223809,0.228222,0.231252,0.235981,0.24035,4979
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,749,110021,1,64,0.152875,0.181688,0.152875,0.160097,0.164982,0.168887,0.172866,0.177578,0.181688,6076
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,750,110604,1,64,0.055583,0.105653,0.055583,0.065541,0.077298,0.089315,0.095199,0.102579,0.105653,5955
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,751,111248,1,64,0.011185,0.024174,0.011185,0.014261,0.016831,0.018611,0.021271,0.022414,0.024174,5082
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,752,111835,1,64,0.208183,0.245463,0.208183,0.222152,0.231679,0.237953,0.241559,0.24295,0.245463,6450
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,753,117028,1,64,0.12215,0.14988,0.12215,0.127559,0.134313,0.138811,0.139881,0.143914,0.14988,5781
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,754,117145,1,64,0.209262,0.246905,0.209262,0.219144,0.22525,0.232061,0.240373,0.244261,0.246905,4818
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,755,117327,1,64,0.200859,0.25922,0.200859,0.212215,0.220979,0.229604,0.235824,0.248057,0.25922,5115
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,756,119932,1,64,0.200735,0.263664,0.200735,0.213847,0.225636,0.238323,0.251495,0.262102,0.263664,4579
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,757,121144,1,64,0.261588,0.278085,0.261588,0.264088,0.266297,0.268468,0.271715,0.273719,0.278085,6688
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,758,122015,1,64,0.130046,0.154457,0.130046,0.135632,0.139207,0.144295,0.148557,0.15119,0.154457,5293
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,759,123605,1,64,0.1766,0.204976,0.1766,0.185235,0.189372,0.192546,0.195265,0.199873,0.204976,4172
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,760,123845,1,64,0.150503,0.204951,0.150503,0.164637,0.173128,0.18654,0.19109,0.195762,0.204951,5000
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,761,124337,1,64,0.167261,0.191873,0.167261,0.173389,0.177867,0.181455,0.187896,0.188886,0.191873,5361
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,762,124667,1,64,0.087656,0.164382,0.087656,0.096847,0.10831,0.113486,0.127384,0.143473,0.164382,5086
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,763,127860,1,64,0.071667,0.120423,0.071667,0.080767,0.088231,0.097163,0.10698,0.111288,0.120423,5184
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,764,128271,1,64,0.147194,0.180408,0.147194,0.157114,0.165511,0.170159,0.178131,0.17951,0.180408,5374
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,765,128798,1,64,0.236447,0.270866,0.236447,0.250216,0.254956,0.258929,0.264749,0.267366,0.270866,6099
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,766,130728,1,64,0.14067,0.160516,0.14067,0.146529,0.150449,0.153418,0.156727,0.158746,0.160516,4342
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,767,131014,1,64,0.091664,0.134287,0.091664,0.101582,0.110634,0.119903,0.129182,0.132224,0.134287,4854
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,768,11,2,64,0.04594,0.077698,0.04594,0.052254,0.060978,0.065266,0.071293,0.074743,0.077698,4801
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,769,215,2,64,0.028377,0.076593,0.028377,0.039387,0.050283,0.061313,0.068544,0.073095,0.076593,6285
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,770,1532,2,64,0.082993,0.119792,0.082993,0.091974,0.100238,0.107436,0.112834,0.116477,0.119792,4539
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,771,5239,2,64,0.14168,0.163151,0.14168,0.148678,0.151879,0.156298,0.1573,0.159873,0.163151,4614
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,772,5596,2,64,0.172073,0.250412,0.172073,0.18587,0.203362,0.214321,0.22993,0.233112,0.250412,5469
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,773,8954,2,64,0.102887,0.142412,0.102887,0.110349,0.119804,0.12534,0.130833,0.139882,0.142412,5054
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,774,10913,2,64,0.088002,0.127007,0.088002,0.096348,0.105721,0.111377,0.119895,0.124085,0.127007,4690
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,775,12244,2,64,0.187979,0.265669,0.187979,0.20212,0.218111,0.234073,0.24549,0.256284,0.265669,5955
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,776,12295,2,64,0.135304,0.211233,0.135304,0.147205,0.157194,0.173334,0.184355,0.200271,0.211233,4641
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,777,13529,2,64,0.09524,0.144912,0.09524,0.107551,0.114502,0.122214,0.128871,0.136487,0.144912,4279
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,778,13833,2,64,0.195829,0.238638,0.195829,0.20363,0.212812,0.220907,0.228828,0.237942,0.238638,6123
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,779,14349,2,64,0.147904,0.174448,0.147904,0.15421,0.160593,0.166146,0.172322,0.173579,0.174448,4608
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,780,18579,2,64,0.127737,0.159916,0.127737,0.133749,0.141111,0.147223,0.152358,0.157696,0.159916,5078
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,781,18590,2,64,0.093395,0.124498,0.093395,0.101088,0.106708,0.111891,0.114274,0.121691,0.124498,5414
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,782,20982,2,64,0.156181,0.182697,0.156181,0.162876,0.167058,0.169511,0.175286,0.181564,0.182697,4403
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,783,22341,2,64,0.087344,0.135373,0.087344,0.09653,0.104578,0.111264,0.117418,0.127214,0.135373,6035
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,784,25262,2,64,0.136232,0.156932,0.136232,0.142324,0.145272,0.148448,0.152726,0.156434,0.156932,6239
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,785,25297,2,64,0.13455,0.150242,0.13455,0.139078,0.142832,0.145657,0.147414,0.149904,0.150242,5910
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,786,25606,2,64,0.086355,0.098073,0.086355,0.089651,0.093382,0.096391,0.097618,0.097749,0.098073,4598
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,787,25741,2,64,0.182536,0.226969,0.182536,0.196041,0.205762,0.211716,0.218539,0.222613,0.226969,5256
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,788,27860,2,64,0.175632,0.219311,0.175632,0.19084,0.201022,0.207947,0.210532,0.21777,0.219311,4338
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,789,27871,2,64,0.134405,0.1675,0.134405,0.140384,0.146144,0.152424,0.157762,0.163116,0.1675,4681
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,790,29327,2,64,0.161401,0.206274,0.161401,0.171712,0.17816,0.183052,0.190213,0.196958,0.206274,5763
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,791,30471,2,64,0.13275,0.156575,0.13275,0.139849,0.14493,0.150668,0.155839,0.15645,0.156575,4700
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,792,31044,2,64,0.159451,0.210846,0.159451,0.168671,0.179242,0.188502,0.193823,0.201955,0.210846,5571
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,793,31383,2,64,0.173703,0.194098,0.173703,0.178943,0.18394,0.187233,0.191165,0.192966,0.194098,4335
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,794,31424,2,64,0.116699,0.147617,0.116699,0.125027,0.132106,0.13626,0.138304,0.140421,0.147617,5080
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,795,33183,2,64,0.107028,0.152032,0.107028,0.119381,0.130538,0.136091,0.145988,0.1499,0.152032,5713
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,796,34449,2,64,0.183654,0.222473,0.183654,0.195377,0.204604,0.207621,0.211748,0.220311,0.222473,5171
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,797,34656,2,64,0.107291,0.13549,0.107291,0.116886,0.121936,0.126386,0.131256,0.132632,0.13549,5483
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,798,34782,2,64,0.124752,0.146173,0.124752,0.130063,0.134633,0.137341,0.141405,0.144475,0.146173,5484
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,799,35108,2,64,0.170625,0.20957,0.170625,0.182637,0.193135,0.199318,0.204868,0.206226,0.20957,4866
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,800,36672,2,64,0.093254,0.120403,0.093254,0.100213,0.105587,0.109269,0.111249,0.114612,0.120403,4853
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,801,37163,2,64,0.047807,0.075113,0.047807,0.054413,0.058272,0.063343,0.066449,0.071167,0.075113,5116
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,802,37723,2,64,0.211341,0.261145,0.211341,0.226407,0.238142,0.2454,0.254549,0.259169,0.261145,4279
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,803,39522,2,64,0.100821,0.139736,0.100821,0.111488,0.118396,0.122452,0.127263,0.131869,0.139736,5312
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,804,39839,2,64,0.134173,0.162331,0.134173,0.14094,0.147356,0.15233,0.155961,0.160735,0.162331,4934
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,805,40415,2,64,0.10473,0.180284,0.10473,0.122118,0.138887,0.154147,0.161546,0.1668,0.180284,4534
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,806,40859,2,64,0.123943,0.178887,0.123943,0.137298,0.151316,0.163319,0.169779,0.178777,0.178887,5198
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,807,46191,2,64,0.139106,0.179596,0.139106,0.148385,0.152336,0.160301,0.165602,0.170241,0.179596,6704
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,808,46712,2,64,0.127348,0.17533,0.127348,0.139316,0.148367,0.15667,0.161884,0.16751,0.17533,4717
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,809,47587,2,64,0.140819,0.163856,0.140819,0.14725,0.15376,0.15744,0.158818,0.161708,0.163856,4390
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,810,47644,2,64,0.020322,0.056191,0.020322,0.023569,0.028191,0.03137,0.037621,0.048971,0.056191,5896
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,811,47933,2,64,0.076354,0.147467,0.076354,0.096637,0.115469,0.126786,0.137141,0.146825,0.147467,5118
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,812,48422,2,64,0.08475,0.112091,0.08475,0.094009,0.100644,0.104258,0.10788,0.110121,0.112091,4776
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,813,49139,2,64,0.137101,0.185477,0.137101,0.14534,0.1528,0.159538,0.16975,0.177725,0.185477,5279
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,814,50441,2,64,0.1456,0.205711,0.1456,0.158974,0.172784,0.186729,0.197059,0.203973,0.205711,5733
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,815,51471,2,64,0.17848,0.200443,0.17848,0.183218,0.187588,0.190962,0.193546,0.197461,0.200443,4753
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,816,51657,2,64,0.135592,0.220577,0.135592,0.144455,0.154166,0.161156,0.17393,0.195413,0.220577,5304
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,817,52163,2,64,0.268383,0.303374,0.268383,0.280006,0.288042,0.294619,0.297811,0.299329,0.303374,4426
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,818,52198,2,64,0.033101,0.06403,0.033101,0.040221,0.04771,0.05379,0.059451,0.061553,0.06403,5584
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,819,55248,2,64,0.145931,0.173711,0.145931,0.154125,0.161421,0.166133,0.169578,0.170999,0.173711,5869
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,820,56264,2,64,0.0938,0.12033,0.0938,0.098161,0.102437,0.106855,0.113286,0.118843,0.12033,5247
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,821,61491,2,64,0.170654,0.209957,0.170654,0.178133,0.187864,0.194927,0.201234,0.20662,0.209957,4814
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,822,62610,2,64,0.097459,0.160485,0.097459,0.114217,0.124388,0.13624,0.146709,0.159782,0.160485,5561
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,823,64376,2,64,0.188046,0.224297,0.188046,0.196549,0.204107,0.211847,0.221173,0.222524,0.224297,6227
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,824,64816,2,64,0.109621,0.132344,0.109621,0.118432,0.123139,0.127585,0.130669,0.132182,0.132344,4555
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,825,66625,2,64,0.233045,0.270235,0.233045,0.244596,0.253095,0.2578,0.263654,0.266833,0.270235,4927
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,826,67712,2,64,0.196442,0.264708,0.196442,0.21708,0.232447,0.242168,0.252523,0.258579,0.264708,5604
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,827,67989,2,64,0.107671,0.149114,0.107671,0.119316,0.129961,0.135869,0.13964,0.145642,0.149114,4876
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,828,68830,2,64,0.105101,0.142939,0.105101,0.111866,0.118224,0.122793,0.127911,0.137697,0.142939,4612
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,829,69094,2,64,0.11008,0.130457,0.11008,0.115025,0.118636,0.121988,0.124401,0.127624,0.130457,5338
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,830,69704,2,64,0.082329,0.118288,0.082329,0.090421,0.097988,0.103947,0.10865,0.111853,0.118288,4377
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,831,70759,2,64,0.115616,0.143007,0.115616,0.121006,0.126976,0.131103,0.134886,0.137219,0.143007,6500
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,832,71801,2,64,0.13614,0.181264,0.13614,0.145797,0.156193,0.165744,0.173606,0.177371,0.181264,5024
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,833,72393,2,64,0.129622,0.219894,0.129622,0.142348,0.158463,0.179215,0.19381,0.207995,0.219894,4125
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,834,72837,2,64,0.155229,0.178061,0.155229,0.16052,0.165318,0.168821,0.170889,0.1748,0.178061,5113
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,835,73753,2,64,0.162334,0.234094,0.162334,0.171733,0.179192,0.187289,0.195844,0.207405,0.234094,5181
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,836,73954,2,64,0.106952,0.138043,0.106952,0.119357,0.124518,0.127212,0.132175,0.134671,0.138043,5177
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,837,74515,2,64,0.173204,0.232607,0.173204,0.181268,0.189222,0.197805,0.209287,0.220704,0.232607,5175
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,838,74799,2,64,0.136206,0.192086,0.136206,0.147887,0.167825,0.176617,0.183181,0.18816,0.192086,4648
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,839,75340,2,64,0.074306,0.126903,0.074306,0.09052,0.105114,0.113886,0.121668,0.124986,0.126903,4047
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,840,78781,2,64,0.074261,0.108919,0.074261,0.082329,0.08815,0.091172,0.097516,0.102503,0.108919,4291
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,841,79576,2,64,0.087482,0.103914,0.087482,0.089746,0.091707,0.094944,0.096973,0.0998,0.103914,5751
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,842,79729,2,64,0.167356,0.21403,0.167356,0.177643,0.192156,0.200893,0.207342,0.21236,0.21403,5484
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,843,80151,2,64,0.079711,0.093986,0.079711,0.083021,0.086604,0.087637,0.089345,0.090655,0.093986,4851
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,844,80279,2,64,0.128202,0.150993,0.128202,0.135665,0.140439,0.143793,0.145568,0.148575,0.150993,6370
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,845,80970,2,64,0.104726,0.130634,0.104726,0.110908,0.116884,0.12134,0.123763,0.125758,0.130634,6525
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,846,82178,2,64,0.110643,0.130959,0.110643,0.116001,0.12094,0.123744,0.12807,0.129419,0.130959,5528
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,847,83466,2,64,0.092119,0.131229,0.092119,0.099898,0.106818,0.113947,0.119702,0.123415,0.131229,4927
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,848,84088,2,64,0.156107,0.199975,0.156107,0.167907,0.177801,0.185256,0.187595,0.192362,0.199975,4749
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,849,88511,2,64,0.140686,0.168918,0.140686,0.150308,0.157556,0.163272,0.16586,0.168232,0.168918,5432
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,850,88746,2,64,0.071462,0.094122,0.071462,0.075545,0.079839,0.083745,0.086597,0.089438,0.094122,5948
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,851,88909,2,64,0.118821,0.172459,0.118821,0.132559,0.141398,0.150436,0.158543,0.164072,0.172459,5320
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,852,88952,2,64,0.163334,0.19911,0.163334,0.171413,0.17674,0.182131,0.183496,0.189065,0.19911,5462
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,853,89065,2,64,0.127981,0.187346,0.127981,0.139226,0.149899,0.157752,0.16812,0.178011,0.187346,5057
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,854,89884,2,64,0.18429,0.244776,0.18429,0.197371,0.210531,0.22189,0.230049,0.235193,0.244776,5792
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,855,90775,2,64,0.1065,0.143034,0.1065,0.115841,0.125855,0.130426,0.137396,0.141514,0.143034,6072
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,856,91198,2,64,0.158453,0.18381,0.158453,0.167037,0.172117,0.176755,0.179951,0.182217,0.18381,5017
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,857,91751,2,64,0.159164,0.198742,0.159164,0.1697,0.178804,0.185318,0.191804,0.195963,0.198742,5011
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,858,92334,2,64,0.191413,0.31113,0.191413,0.219054,0.244064,0.270725,0.289972,0.300066,0.31113,5987
sae/l42-1b,2026-09-18_rl-last16-lr5e-7@vllm,859,92633,2,64,0.15148,0.211369,0.15148,0.162055,0.174895,0.189086,0.19661,0.206992,0.211369,5727
